Date,store_id,product_id,volume
04-12-19,3,112,341
05-12-19,1,120,67
06-12-19,2,118,340
07-12-19,1,120,149
08-12-19,3,106,271
09-12-19,3,111,70
10-12-19,2,105,185
11-12-19,2,119,77
12-12-19,1,104,159
13-12-19,2,101,223
14-12-19,2,120,268
15-12-19,2,116,260
16-12-19,3,112,109
17-12-19,1,114,258
18-12-19,2,111,234
19-12-19,2,104,101
20-12-19,1,105,129
21-12-19,1,105,257
22-12-19,1,109,130
23-12-19,2,110,204
24-12-19,1,117,335
25-12-19,2,105,175
26-12-19,2,101,186
27-12-19,2,111,314
28-12-19,2,107,331
29-12-19,1,109,123
30-12-19,3,114,239
31-12-19,3,112,151
01-01-20,3,111,117
02-01-20,3,120,89
03-01-20,1,110,196
04-01-20,2,101,234
05-01-20,2,118,26
06-01-20,2,117,66
07-01-20,3,119,201
08-01-20,1,113,306
09-01-20,2,111,299
10-01-20,1,117,278
11-01-20,3,112,343
12-01-20,1,101,318
13-01-20,1,113,142
14-01-20,2,109,8
15-01-20,2,112,47
16-01-20,3,111,68
17-01-20,2,117,57
18-01-20,3,114,75
19-01-20,3,107,334
20-01-20,1,114,281
21-01-20,2,109,289
22-01-20,3,109,331
23-01-20,2,115,263
24-01-20,3,108,210
25-01-20,3,116,306
26-01-20,1,115,281
27-01-20,2,114,26
28-01-20,3,103,306
29-01-20,3,112,125
30-01-20,2,104,301
31-01-20,1,118,325
01-02-20,3,104,6
02-02-20,3,108,107
03-02-20,1,117,301
04-02-20,1,109,24
05-02-20,1,117,292
06-02-20,3,119,33
07-02-20,3,113,132
08-02-20,2,101,143
09-02-20,1,101,238
10-02-20,3,107,245
11-02-20,1,120,158
12-02-20,3,116,136
13-02-20,1,106,60
14-02-20,3,111,107
15-02-20,2,102,190
16-02-20,1,103,284
17-02-20,1,107,178
18-02-20,1,106,206
19-02-20,2,109,227
20-02-20,2,103,14
21-02-20,2,111,280
22-02-20,1,119,39
23-02-20,2,118,116
24-02-20,3,106,243
25-02-20,3,101,58
26-02-20,1,109,81
27-02-20,1,105,86
28-02-20,3,114,281
29-02-20,1,110,88
01-03-20,2,106,47
02-03-20,1,120,92
03-03-20,3,106,14
04-03-20,2,112,282
05-03-20,3,113,137
06-03-20,1,102,47
07-03-20,3,112,57
08-03-20,3,115,22
09-03-20,2,105,252
10-03-20,3,116,35
11-03-20,2,120,301
12-03-20,1,112,57
13-03-20,2,106,198
14-03-20,3,109,107
15-03-20,1,117,253
16-03-20,2,113,183
17-03-20,1,115,265
18-03-20,3,103,303
19-03-20,2,101,40
20-03-20,1,102,281
21-03-20,2,104,137
22-03-20,2,104,134
23-03-20,3,109,141
24-03-20,1,108,49
25-03-20,2,117,31
26-03-20,2,116,62
27-03-20,1,103,270
28-03-20,2,110,131
29-03-20,3,106,308
30-03-20,1,118,202
31-03-20,1,101,151
01-04-20,2,118,264
02-04-20,1,104,21
03-04-20,3,120,89
04-04-20,2,116,78
05-04-20,2,110,297
06-04-20,1,106,193
07-04-20,2,111,233
08-04-20,3,107,64
09-04-20,1,117,254
10-04-20,2,118,108
11-04-20,1,105,339
12-04-20,2,111,175
13-04-20,3,103,100
14-04-20,3,105,97
15-04-20,3,102,317
16-04-20,1,112,274
17-04-20,3,115,284
18-04-20,2,102,291
19-04-20,1,116,217
20-04-20,1,110,288
21-04-20,2,107,3
22-04-20,1,118,288
23-04-20,2,107,45
24-04-20,3,113,226
25-04-20,2,104,111
26-04-20,1,101,283
27-04-20,1,110,61
28-04-20,1,102,27
29-04-20,3,106,228
30-04-20,1,112,208
01-05-20,2,108,295
02-05-20,2,113,48
03-05-20,2,113,80
04-05-20,2,114,204
05-05-20,1,109,45
06-05-20,2,104,302
07-05-20,1,104,299
08-05-20,3,117,52
09-05-20,2,110,90
10-05-20,1,104,150
11-05-20,3,116,68
12-05-20,1,120,147
13-05-20,1,119,78
14-05-20,3,111,250
15-05-20,1,120,135
16-05-20,3,114,265
17-05-20,3,105,99
18-05-20,2,120,231
19-05-20,3,118,320
20-05-20,1,108,317
21-05-20,1,111,35
22-05-20,2,109,84
23-05-20,2,111,147
24-05-20,1,111,283
25-05-20,3,116,221
26-05-20,2,101,39
27-05-20,2,118,70
28-05-20,1,110,167
29-05-20,3,101,78
30-05-20,3,116,189
31-05-20,3,109,137
01-06-20,1,102,56
02-06-20,3,102,323
03-06-20,3,116,76
04-06-20,3,114,158
05-06-20,2,115,229
06-06-20,1,104,195
07-06-20,2,112,158
08-06-20,2,111,71
09-06-20,3,112,46
10-06-20,1,105,46
11-06-20,2,104,151
12-06-20,3,109,63
13-06-20,1,113,84
14-06-20,3,104,275
15-06-20,2,108,269
16-06-20,3,105,251
17-06-20,1,116,73
18-06-20,3,115,221
19-06-20,2,106,246
20-06-20,1,115,184
21-06-20,2,101,265
22-06-20,1,117,273
23-06-20,2,117,116
24-06-20,1,119,189
25-06-20,3,110,191
26-06-20,2,113,44
27-06-20,2,118,282
28-06-20,1,119,269
29-06-20,3,117,321
30-06-20,1,108,239
01-07-20,3,110,189
02-07-20,3,102,331
03-07-20,3,118,98
04-07-20,3,102,122
05-07-20,1,116,54
06-07-20,3,119,329
07-07-20,3,104,137
08-07-20,1,118,258
09-07-20,1,107,158
10-07-20,3,110,219
11-07-20,3,101,123
12-07-20,3,102,214
13-07-20,2,116,20
14-07-20,3,102,83
15-07-20,3,101,314
16-07-20,2,111,295
17-07-20,1,110,68
18-07-20,1,102,240
19-07-20,3,113,42
20-07-20,1,114,60
21-07-20,3,104,224
22-07-20,2,106,308
23-07-20,2,113,233
24-07-20,2,106,283
25-07-20,2,117,43
26-07-20,1,112,51
27-07-20,1,108,179
28-07-20,2,115,128
29-07-20,2,110,280
30-07-20,2,105,263
31-07-20,2,106,12
01-08-20,2,109,179
02-08-20,2,119,280
03-08-20,3,112,256
04-08-20,2,101,252
05-08-20,1,114,283
06-08-20,3,114,221
07-08-20,3,107,243
08-08-20,1,117,79
09-08-20,2,112,99
10-08-20,3,105,215
11-08-20,3,108,290
12-08-20,1,109,68
13-08-20,2,108,251
14-08-20,1,112,331
15-08-20,1,107,163
16-08-20,1,102,221
17-08-20,3,120,299
18-08-20,2,106,280
19-08-20,2,115,325
20-08-20,3,114,27
21-08-20,3,116,300
22-08-20,3,107,96
23-08-20,2,109,19
24-08-20,3,118,194
25-08-20,1,110,179
26-08-20,3,113,240
27-08-20,3,110,173
28-08-20,3,104,127
29-08-20,2,118,244
30-08-20,3,107,110
31-08-20,2,115,277
01-09-20,1,110,31
02-09-20,1,107,343
03-09-20,3,116,153
04-09-20,2,101,265
05-09-20,2,119,226
06-09-20,2,117,185
07-09-20,1,108,154
08-09-20,3,112,186
09-09-20,2,111,192
10-09-20,3,110,258
11-09-20,2,104,86
12-09-20,1,113,140
13-09-20,1,101,337
14-09-20,3,115,245
15-09-20,2,106,133
16-09-20,3,102,222
17-09-20,1,102,46
18-09-20,3,117,332
19-09-20,2,119,272
20-09-20,3,101,92
21-09-20,1,120,69
22-09-20,3,119,333
23-09-20,3,103,63
24-09-20,1,106,260
25-09-20,2,101,274
26-09-20,2,103,100
27-09-20,2,109,48
28-09-20,3,107,176
29-09-20,2,110,47
30-09-20,3,117,172
01-10-20,3,109,26
02-10-20,1,118,313
03-10-20,2,107,199
04-10-20,1,106,248
05-10-20,3,110,259
06-10-20,3,114,130
07-10-20,3,101,19
08-10-20,1,114,125
09-10-20,3,111,222
10-10-20,3,111,131
11-10-20,2,112,128
12-10-20,1,116,97
13-10-20,2,111,89
14-10-20,3,118,319
15-10-20,2,109,238
16-10-20,1,109,22
17-10-20,2,113,217
18-10-20,1,114,139
19-10-20,1,108,313
20-10-20,3,113,11
21-10-20,3,103,171
22-10-20,1,103,293
23-10-20,2,105,345
24-10-20,3,119,91
25-10-20,3,113,212
26-10-20,2,114,287
27-10-20,1,104,293
28-10-20,3,106,5
29-10-20,3,117,264
30-10-20,1,113,281
31-10-20,1,117,181
01-11-20,3,104,157
02-11-20,2,120,324
03-11-20,1,103,332
04-11-20,2,110,318
05-11-20,3,119,191
06-11-20,2,111,38
07-11-20,2,116,95
08-11-20,2,105,307
09-11-20,2,113,175
10-11-20,3,104,13
11-11-20,3,111,108
12-11-20,1,111,36
13-11-20,2,103,203
14-11-20,2,108,79
15-11-20,2,105,106
16-11-20,2,101,287
17-11-20,1,105,101
18-11-20,2,116,132
19-11-20,1,116,13
20-11-20,3,117,238
21-11-20,1,113,198
22-11-20,2,111,177
23-11-20,3,103,222
24-11-20,2,112,342
25-11-20,1,119,11
26-11-20,2,120,104
27-11-20,3,114,2
28-11-20,2,103,4
29-11-20,3,115,243
30-11-20,3,106,312
01-12-20,2,101,136
02-12-20,3,116,108
03-12-20,2,110,297
04-12-20,1,112,149
05-12-20,1,119,11
06-12-20,2,110,230
07-12-20,1,117,207
08-12-20,1,111,77
09-12-20,3,107,342
10-12-20,2,114,326
11-12-20,3,101,137
12-12-20,1,109,106
13-12-20,3,102,65
14-12-20,1,108,60
15-12-20,3,119,327
16-12-20,1,116,124
17-12-20,2,112,61
18-12-20,2,109,297
19-12-20,3,102,206
20-12-20,2,114,69
21-12-20,1,117,125
22-12-20,1,104,192
23-12-20,1,101,62
24-12-20,1,116,103
25-12-20,1,103,131
26-12-20,2,114,261
27-12-20,3,112,30
28-12-20,2,101,18
29-12-20,3,117,157
30-12-20,3,115,271
31-12-20,2,105,298
01-01-21,1,120,250
02-01-21,2,105,90
03-01-21,2,105,336
04-01-21,2,114,117
05-01-21,1,110,216
06-01-21,2,114,234
07-01-21,2,111,156
08-01-21,1,110,73
09-01-21,3,118,35
10-01-21,2,119,258
11-01-21,3,103,215
12-01-21,1,106,177
13-01-21,1,104,37
14-01-21,1,105,333
15-01-21,3,111,169
16-01-21,2,111,111
17-01-21,1,105,222
18-01-21,2,109,197
19-01-21,1,119,223
20-01-21,3,108,134
21-01-21,2,114,84
22-01-21,3,104,220
23-01-21,1,120,179
24-01-21,1,113,76
25-01-21,3,108,271
26-01-21,2,114,260
27-01-21,1,101,92
28-01-21,1,104,254
29-01-21,3,110,276
30-01-21,2,104,122
31-01-21,3,113,285
01-02-21,1,107,97
02-02-21,2,104,310
03-02-21,1,101,171
04-02-21,2,106,289
05-02-21,3,107,24
06-02-21,3,107,195
07-02-21,1,114,242
08-02-21,3,112,345
09-02-21,1,115,74
10-02-21,1,120,133
11-02-21,3,106,137
12-02-21,2,102,298
13-02-21,3,107,11
14-02-21,2,117,190
15-02-21,2,114,89
16-02-21,2,109,296
17-02-21,3,113,161
18-02-21,2,108,21
19-02-21,1,120,148
20-02-21,1,115,303
21-02-21,3,119,63
22-02-21,1,108,132
23-02-21,2,105,16
24-02-21,1,107,276
25-02-21,3,111,47
26-02-21,2,112,188
27-02-21,2,104,62
28-02-21,2,113,324
01-03-21,3,117,205
02-03-21,3,117,100
03-03-21,2,119,80
04-03-21,1,102,3
05-03-21,3,114,186
06-03-21,2,107,301
07-03-21,2,114,26
08-03-21,2,107,104
09-03-21,3,118,233
10-03-21,3,111,345
11-03-21,2,107,126
12-03-21,1,116,346
13-03-21,1,119,242
14-03-21,3,109,200
15-03-21,1,102,284
16-03-21,2,111,292
17-03-21,3,109,45
18-03-21,3,107,217
19-03-21,1,103,292
20-03-21,2,113,336
21-03-21,1,111,121
22-03-21,3,118,309
23-03-21,2,107,227
24-03-21,1,105,331
25-03-21,3,112,54
26-03-21,1,117,79
27-03-21,3,106,304
28-03-21,2,106,213
29-03-21,3,119,133
30-03-21,1,109,76
31-03-21,1,106,176
01-04-21,2,112,166
02-04-21,3,103,63
03-04-21,2,113,95
04-04-21,3,103,208
05-04-21,1,111,199
06-04-21,3,115,27
07-04-21,2,114,214
08-04-21,3,104,105
09-04-21,3,110,184
10-04-21,3,103,18
11-04-21,2,120,242
12-04-21,1,118,280
13-04-21,1,120,298
14-04-21,2,105,128
15-04-21,2,107,344
16-04-21,3,120,332
17-04-21,3,116,214
18-04-21,1,110,334
19-04-21,2,112,347
20-04-21,2,103,194
21-04-21,2,112,71
22-04-21,1,113,83
23-04-21,2,107,195
24-04-21,1,102,323
25-04-21,1,111,252
26-04-21,2,105,336
27-04-21,2,116,320
28-04-21,2,108,42
29-04-21,3,107,344
30-04-21,2,107,128
01-05-21,2,108,51
02-05-21,1,102,298
03-05-21,2,106,81
04-05-21,1,109,218
05-05-21,2,111,86
06-05-21,3,119,31
07-05-21,1,111,33
08-05-21,1,106,113
09-05-21,1,110,269
10-05-21,3,108,329
11-05-21,2,119,186
12-05-21,1,109,304
13-05-21,2,120,243
14-05-21,1,101,82
15-05-21,3,112,63
16-05-21,1,117,342
17-05-21,1,107,273
18-05-21,3,103,245
19-05-21,1,105,154
20-05-21,3,114,173
21-05-21,3,118,234
22-05-21,2,116,1
23-05-21,2,118,206
24-05-21,1,106,83
25-05-21,2,104,272
26-05-21,2,109,176
27-05-21,1,101,183
28-05-21,2,103,221
29-05-21,3,107,80
30-05-21,2,103,311
31-05-21,1,103,139
01-06-21,3,102,175
02-06-21,1,110,11
03-06-21,3,113,71
04-06-21,3,110,105
05-06-21,2,103,314
06-06-21,2,107,330
07-06-21,1,108,316
08-06-21,1,109,135
09-06-21,2,114,317
10-06-21,3,117,187
11-06-21,2,104,206
12-06-21,3,119,117
13-06-21,1,117,277
14-06-21,3,115,108
15-06-21,3,109,342
16-06-21,1,113,330
17-06-21,3,106,269
18-06-21,1,101,223
19-06-21,1,106,247
20-06-21,3,101,89
21-06-21,3,119,18
22-06-21,2,113,303
23-06-21,1,110,20
24-06-21,3,110,309
25-06-21,3,119,30
26-06-21,3,112,294
27-06-21,2,118,71
28-06-21,2,119,213
29-06-21,1,105,87
30-06-21,3,108,131
01-07-21,1,116,321
02-07-21,2,101,63
03-07-21,2,113,209
04-07-21,2,111,180
05-07-21,1,101,58
06-07-21,3,108,173
07-07-21,2,102,303
08-07-21,2,101,242
09-07-21,1,107,117
10-07-21,1,109,196
11-07-21,1,103,5
12-07-21,2,111,79
13-07-21,3,113,3
14-07-21,1,106,347
15-07-21,3,118,337
16-07-21,2,116,216
17-07-21,3,116,83
18-07-21,3,116,345
19-07-21,2,118,344
20-07-21,1,109,74
21-07-21,2,117,67
22-07-21,1,119,140
23-07-21,3,104,221
24-07-21,2,120,222
25-07-21,1,111,29
26-07-21,3,111,38
27-07-21,3,116,185
28-07-21,1,109,236
29-07-21,1,119,23
30-07-21,1,109,209
31-07-21,3,105,209
01-08-21,2,113,204
02-08-21,3,103,79
03-08-21,3,118,211
04-08-21,2,109,54
05-08-21,1,104,5
06-08-21,1,106,242
07-08-21,1,113,234
08-08-21,3,112,125
09-08-21,1,102,54
10-08-21,1,117,222
11-08-21,3,120,140
12-08-21,2,112,45
13-08-21,1,119,285
14-08-21,3,120,55
15-08-21,2,116,334
16-08-21,1,107,225
17-08-21,3,117,50
18-08-21,3,109,324
19-08-21,3,114,115
20-08-21,3,113,146
21-08-21,1,119,73
22-08-21,3,112,4
23-08-21,2,109,248
24-08-21,2,103,137
25-08-21,2,102,116
26-08-21,3,118,141
27-08-21,1,110,317
28-08-21,2,120,242
29-08-21,1,118,112
30-08-21,3,117,121
31-08-21,3,115,66
01-09-21,3,105,271
02-09-21,3,106,219
03-09-21,1,117,143
04-09-21,3,102,123
05-09-21,3,120,78
06-09-21,3,111,82
07-09-21,2,108,101
08-09-21,3,116,75
09-09-21,1,110,50
10-09-21,2,109,314
11-09-21,3,114,338
12-09-21,2,116,280
13-09-21,1,114,5
14-09-21,2,111,21
15-09-21,3,101,64
16-09-21,2,106,92
17-09-21,3,111,230
18-09-21,2,119,195
19-09-21,2,114,259
20-09-21,3,113,113
21-09-21,2,112,238
22-09-21,2,114,230
23-09-21,3,101,237
24-09-21,1,109,199
25-09-21,2,118,98
26-09-21,1,119,26
27-09-21,1,119,209
28-09-21,1,105,5
29-09-21,3,118,295
30-09-21,3,102,135
01-10-21,1,115,29
02-10-21,2,111,22
03-10-21,2,103,207
04-10-21,3,116,69
05-10-21,3,109,182
06-10-21,2,108,88
07-10-21,2,119,51
08-10-21,2,104,277
09-10-21,2,118,326
10-10-21,3,114,246
11-10-21,2,111,284
12-10-21,1,116,245
13-10-21,2,107,159
14-10-21,3,102,125
15-10-21,1,110,106
16-10-21,1,108,321
17-10-21,3,101,151
18-10-21,3,103,10
19-10-21,1,114,270
20-10-21,2,111,45
21-10-21,1,117,159
22-10-21,3,116,194
23-10-21,3,114,171
24-10-21,3,108,102
25-10-21,1,105,296
26-10-21,1,113,246
27-10-21,1,106,203
28-10-21,2,106,307
29-10-21,2,118,65
30-10-21,3,106,315
31-10-21,1,120,136
01-11-21,1,115,194
02-11-21,1,108,122
03-11-21,3,115,168
04-11-21,3,108,246
05-11-21,3,120,248
06-11-21,2,118,280
07-11-21,3,111,169
08-11-21,2,112,277
09-11-21,2,106,91
10-11-21,2,107,251
11-11-21,2,112,106
12-11-21,1,120,122
13-11-21,3,104,334
14-11-21,2,102,137
15-11-21,3,105,124
16-11-21,2,113,89
17-11-21,2,113,249
18-11-21,1,110,61
19-11-21,3,114,204
20-11-21,2,110,40
21-11-21,2,112,208
22-11-21,2,101,298
23-11-21,1,115,292
24-11-21,1,120,226
25-11-21,2,116,172
26-11-21,2,119,195
27-11-21,2,118,171
28-11-21,2,105,235
29-11-21,2,109,202
30-11-21,2,114,348
01-12-21,2,101,123
02-12-21,2,110,122
03-12-21,3,103,312
04-12-21,1,118,342
05-12-21,1,112,95
06-12-21,2,111,111
07-12-21,3,116,169
08-12-21,1,109,155
09-12-21,2,111,156
10-12-21,1,103,53
11-12-21,2,116,154
12-12-21,1,112,158
13-12-21,1,105,244
14-12-21,2,112,331
15-12-21,3,109,110
16-12-21,3,112,1
17-12-21,2,106,80
18-12-21,2,102,77
19-12-21,3,114,177
20-12-21,3,120,230
21-12-21,1,104,162
22-12-21,3,120,153
23-12-21,2,114,334
24-12-21,1,110,12
25-12-21,2,108,304
26-12-21,3,105,27
27-12-21,1,103,36
28-12-21,1,106,206
29-12-21,3,114,207
30-12-21,3,104,14
31-12-21,2,119,187
01-01-22,2,111,47
02-01-22,1,115,231
03-01-22,1,103,130
04-01-22,2,101,43
05-01-22,1,113,210
06-01-22,3,107,290
07-01-22,2,106,264
08-01-22,2,116,216
09-01-22,1,102,170
10-01-22,1,119,185
11-01-22,2,119,343
12-01-22,1,102,231
13-01-22,2,103,248
14-01-22,2,115,229
15-01-22,3,116,259
16-01-22,3,108,265
17-01-22,2,101,205
18-01-22,3,119,110
19-01-22,2,105,149
20-01-22,3,108,6
21-01-22,1,117,191
22-01-22,1,119,33
23-01-22,2,115,250
24-01-22,3,112,36
25-01-22,3,114,224
26-01-22,1,107,199
27-01-22,3,116,172
28-01-22,3,114,311
29-01-22,2,103,324
30-01-22,3,112,301
31-01-22,2,114,224
01-02-22,3,119,21
02-02-22,1,108,300
03-02-22,1,102,165
04-02-22,2,117,244
05-02-22,3,117,48
06-02-22,2,110,208
07-02-22,2,103,18
08-02-22,3,119,149
09-02-22,2,104,94
10-02-22,2,118,343
11-02-22,1,110,132
12-02-22,3,102,146
13-02-22,1,109,329
14-02-22,1,102,62
15-02-22,1,112,324
16-02-22,1,110,57
17-02-22,3,118,73
18-02-22,3,113,101
19-02-22,1,107,41
20-02-22,2,103,285
21-02-22,2,116,191
22-02-22,2,104,68
23-02-22,2,108,103
24-02-22,2,116,255
25-02-22,2,111,194
26-02-22,1,118,341
27-02-22,3,116,194
28-02-22,1,118,163
01-03-22,1,101,179
02-03-22,1,109,255
03-03-22,1,103,279
04-03-22,3,115,102
05-03-22,1,107,178
06-03-22,1,108,253
07-03-22,2,109,101
08-03-22,1,105,135
09-03-22,2,120,22
